account_age,no_follower,no_following,no_userfavourites,no_lists,no_tweets,no_retweets,no_hashtag,no_usermention,no_urls,no_char,no_digits,class
326.0,781.0,280.0,12.0,2.0,27243.0,0.0,1.0,1.0,1.0,69.0,2.0,spammer
457.0,0.0,3.0,0.0,0.0,60.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
927.0,0.0,4.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
844.0,0.0,0.0,1.0,0.0,62.0,0.0,1.0,0.0,1.0,32.0,0.0,spammer
753.0,8.0,61.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
1115.0,5.0,167.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27244.0,0.0,1.0,0.0,1.0,79.0,4.0,spammer
429.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
455.0,0.0,162.0,0.0,0.0,353.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
33.0,1.0,8.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,21.0,0.0,spammer
960.0,2.0,175.0,0.0,0.0,69.0,0.0,1.0,0.0,1.0,21.0,0.0,spammer
347.0,0.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,28.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27245.0,0.0,1.0,0.0,1.0,79.0,7.0,spammer
659.0,7.0,10.0,4.0,0.0,77.0,0.0,1.0,0.0,1.0,13.0,0.0,spammer
903.0,0.0,2.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,12.0,0.0,spammer
749.0,1.0,7.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
809.0,1.0,10.0,1.0,0.0,63.0,0.0,1.0,0.0,1.0,32.0,0.0,spammer
956.0,2.0,49.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
943.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,30.0,3.0,spammer
1222.0,1.0,570.0,0.0,0.0,315.0,0.0,0.0,0.0,1.0,67.0,4.0,spammer
102.0,1464.0,1300.0,10.0,1.0,8526.0,0.0,1.0,0.0,1.0,57.0,11.0,spammer
671.0,0.0,5.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
624.0,4.0,58.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
1075.0,9.0,9.0,2.0,0.0,67.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
874.0,0.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
84.0,3.0,402.0,0.0,0.0,323.0,0.0,0.0,0.0,1.0,74.0,0.0,spammer
328.0,1.0,5.0,1.0,0.0,144.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
1173.0,11.0,6.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
1085.0,9.0,9.0,1.0,0.0,267.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
876.0,0.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
2214.0,11.0,1.0,0.0,0.0,110.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
1277.0,2.0,51.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
866.0,0.0,2.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,38.0,0.0,spammer
850.0,3.0,1215.0,0.0,0.0,134.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
982.0,424178.0,1.0,0.0,1404.0,152662.0,0.0,3.0,0.0,1.0,75.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10851.0,0.0,1.0,1.0,1.0,105.0,2.0,spammer
1246.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
662.0,3.0,37.0,3.0,0.0,78.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
610.0,2.0,222.0,0.0,0.0,336.0,0.0,0.0,0.0,1.0,20.0,4.0,spammer
584.0,4.0,5.0,0.0,0.0,71.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
914.0,4.0,11.0,0.0,0.0,121.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
532.0,4.0,2.0,0.0,0.0,80.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
1044.0,0.0,54.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,20.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10852.0,0.0,1.0,1.0,1.0,94.0,1.0,spammer
437.0,25826.0,27530.0,2.0,27.0,28951.0,0.0,0.0,0.0,1.0,99.0,0.0,spammer
1164.0,1.0,64.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
620.0,2.0,10.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,21.0,0.0,spammer
1011.0,6.0,0.0,5.0,0.0,1208.0,0.0,0.0,0.0,1.0,31.0,2.0,spammer
87.0,0.0,5.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,12.0,2.0,spammer
657.0,49.0,41.0,296.0,0.0,16414.0,0.0,0.0,0.0,2.0,80.0,4.0,spammer
1480.0,2.0,167.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,31.0,0.0,spammer
954.0,2.0,518.0,0.0,0.0,77.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10853.0,0.0,1.0,2.0,1.0,86.0,1.0,spammer
749.0,0.0,63.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
303.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
1713.0,2.0,20.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
586.0,5.0,29.0,0.0,0.0,357.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27246.0,0.0,1.0,0.0,1.0,94.0,14.0,spammer
316.0,1.0,410.0,0.0,0.0,326.0,0.0,0.0,0.0,1.0,35.0,0.0,spammer
174.0,1.0,135.0,0.0,0.0,216.0,0.0,0.0,0.0,1.0,41.0,1.0,spammer
959.0,57.0,84.0,0.0,2.0,121.0,0.0,1.0,0.0,1.0,21.0,0.0,spammer
824.0,0.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,14.0,0.0,spammer
735.0,0.0,2.0,0.0,0.0,75.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
1034.0,2.0,4.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10853.0,0.0,1.0,1.0,1.0,79.0,2.0,spammer
528.0,0.0,3.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
1129.0,1.0,469.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,9.0,0.0,spammer
1613.0,3.0,396.0,0.0,0.0,60.0,0.0,1.0,0.0,1.0,29.0,0.0,spammer
915.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
286.0,3.0,42.0,0.0,0.0,352.0,0.0,0.0,0.0,1.0,32.0,0.0,spammer
1415.0,0.0,334.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
457.0,0.0,3.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10854.0,0.0,1.0,0.0,1.0,85.0,0.0,spammer
251.0,287.0,419.0,0.0,0.0,255.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
326.0,781.0,280.0,12.0,2.0,27247.0,0.0,1.0,0.0,1.0,67.0,0.0,spammer
413.0,2.0,11.0,4.0,0.0,320.0,0.0,0.0,0.0,1.0,45.0,4.0,spammer
33.0,1.0,8.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10856.0,0.0,1.0,1.0,1.0,116.0,4.0,spammer
1115.0,5.0,167.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
429.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,36.0,0.0,spammer
753.0,8.0,61.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
623.0,2.0,13.0,0.0,0.0,68.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
881.0,1.0,1.0,1.0,0.0,64.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
251.0,293.0,420.0,0.0,0.0,145.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
326.0,781.0,280.0,12.0,2.0,27248.0,0.0,1.0,0.0,1.0,48.0,0.0,spammer
692.0,3.0,14.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10856.0,0.0,1.0,1.0,1.0,76.0,3.0,spammer
1228.0,41.0,24.0,1.0,6.0,219.0,0.0,1.0,0.0,1.0,34.0,0.0,spammer
844.0,0.0,0.0,1.0,0.0,63.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
347.0,0.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,9.0,0.0,spammer
749.0,2.0,574.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
455.0,0.0,162.0,0.0,0.0,354.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
257.0,262.0,414.0,0.0,0.0,241.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
927.0,0.0,4.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,19.0,0.0,spammer
302.0,1.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,31.0,0.0,spammer
659.0,7.0,10.0,4.0,0.0,78.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
903.0,0.0,2.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,38.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10858.0,0.0,2.0,1.0,1.0,94.0,3.0,spammer
956.0,2.0,49.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,14.0,0.0,spammer
943.0,0.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
1051.0,1.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
809.0,1.0,10.0,1.0,0.0,64.0,0.0,1.0,0.0,1.0,12.0,0.0,spammer
624.0,4.0,58.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,35.0,0.0,spammer
257.0,294.0,424.0,0.0,0.0,147.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
874.0,0.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
671.0,0.0,5.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
1173.0,11.0,6.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,36.0,0.0,spammer
662.0,3.0,37.0,3.0,0.0,79.0,0.0,1.0,0.0,1.0,31.0,0.0,spammer
1075.0,9.0,9.0,2.0,0.0,68.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
876.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,46.0,0.0,spammer
2214.0,11.0,1.0,0.0,0.0,111.0,0.0,1.0,0.0,1.0,36.0,0.0,spammer
257.0,284.0,422.0,0.0,0.0,241.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
749.0,1.0,7.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
914.0,4.0,11.0,0.0,0.0,122.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
377.0,1.0,7.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,33.0,0.0,spammer
259.0,300.0,377.0,0.0,0.0,116.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
1044.0,0.0,54.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,37.0,0.0,spammer
960.0,2.0,175.0,0.0,0.0,70.0,0.0,1.0,0.0,1.0,31.0,0.0,spammer
87.0,0.0,5.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
620.0,2.0,10.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,44.0,0.0,spammer
1046.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,1.0,32.0,0.0,spammer
1085.0,9.0,9.0,1.0,0.0,268.0,0.0,1.0,0.0,1.0,31.0,0.0,spammer
970.0,9.0,36.0,0.0,0.0,195.0,0.0,1.0,0.0,1.0,36.0,0.0,spammer
259.0,310.0,353.0,0.0,0.0,218.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
1277.0,2.0,51.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27249.0,0.0,1.0,0.0,1.0,108.0,5.0,spammer
1164.0,1.0,64.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,37.0,0.0,spammer
1238.0,0.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,32.0,0.0,spammer
532.0,4.0,2.0,0.0,0.0,81.0,0.0,1.0,0.0,1.0,28.0,0.0,spammer
769.0,2.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10859.0,0.0,1.0,1.0,1.0,101.0,1.0,spammer
850.0,3.0,1215.0,0.0,0.0,135.0,0.0,1.0,0.0,1.0,57.0,0.0,spammer
954.0,2.0,518.0,0.0,0.0,78.0,0.0,1.0,0.0,1.0,11.0,0.0,spammer
259.0,302.0,367.0,0.0,0.0,117.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
824.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
726.0,2.0,6.0,0.0,0.0,66.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
749.0,0.0,63.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,20.0,0.0,spammer
528.0,0.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,33.0,0.0,spammer
1480.0,2.0,167.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,29.0,0.0,spammer
735.0,0.0,2.0,0.0,0.0,76.0,0.0,1.0,0.0,1.0,39.0,0.0,spammer
915.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
457.0,0.0,3.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27250.0,0.0,1.0,0.0,1.0,64.0,4.0,spammer
1034.0,2.0,4.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,20.0,0.0,spammer
674.0,0.0,4.0,0.0,0.0,375.0,0.0,0.0,0.0,1.0,65.0,1.0,spammer
1713.0,2.0,20.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,33.0,0.0,spammer
1520.0,10.0,723.0,1.0,0.0,138.0,0.0,0.0,0.0,1.0,43.0,0.0,spammer
303.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,36.0,0.0,spammer
259.0,297.0,272.0,0.0,0.0,216.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
33.0,1.0,8.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,22.0,0.0,spammer
415.0,898.0,820.0,1.0,13.0,2125.0,0.0,0.0,0.0,1.0,48.0,0.0,spammer
429.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,39.0,0.0,spammer
881.0,1.0,1.0,1.0,0.0,65.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27251.0,0.0,1.0,0.0,1.0,102.0,6.0,spammer
1246.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,36.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10860.0,0.0,1.0,1.0,1.0,99.0,2.0,spammer
844.0,0.0,0.0,1.0,0.0,64.0,0.0,1.0,0.0,1.0,40.0,0.0,spammer
135.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
992.0,0.0,19.0,0.0,0.0,119.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
259.0,286.0,536.0,0.0,0.0,117.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
195.0,1444.0,469.0,152.0,1.0,10861.0,0.0,1.0,5.0,1.0,100.0,6.0,spammer
1228.0,41.0,24.0,1.0,6.0,220.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
347.0,0.0,1.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,28.0,0.0,spammer
1115.0,5.0,167.0,0.0,0.0,66.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
753.0,8.0,61.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,34.0,0.0,spammer
455.0,0.0,162.0,0.0,0.0,355.0,0.0,1.0,0.0,1.0,32.0,0.0,spammer
903.0,0.0,2.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,28.0,0.0,spammer
259.0,298.0,366.0,0.0,0.0,212.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
302.0,1.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,29.0,0.0,spammer
1613.0,3.0,396.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,33.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10861.0,0.0,1.0,3.0,1.0,96.0,4.0,spammer
586.0,5.0,29.0,0.0,0.0,357.0,0.0,1.0,0.0,1.0,21.0,0.0,spammer
959.0,57.0,84.0,0.0,2.0,122.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
259.0,306.0,305.0,0.0,0.0,116.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
671.0,0.0,5.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
1415.0,0.0,334.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,30.0,0.0,spammer
943.0,0.0,0.0,0.0,0.0,67.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
659.0,7.0,10.0,4.0,0.0,78.0,0.0,1.0,0.0,1.0,28.0,0.0,spammer
874.0,0.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10863.0,0.0,1.0,0.0,1.0,94.0,5.0,spammer
840.0,2.0,11.0,0.0,0.0,94.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
1051.0,1.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
624.0,4.0,58.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,32.0,0.0,spammer
1173.0,11.0,6.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
1336.0,18.0,24.0,0.0,0.0,35.0,0.0,0.0,0.0,1.0,49.0,0.0,spammer
876.0,0.0,1.0,0.0,0.0,66.0,0.0,1.0,0.0,1.0,15.0,0.0,spammer
927.0,0.0,4.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
259.0,300.0,398.0,0.0,0.0,211.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
662.0,3.0,37.0,3.0,0.0,80.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
1075.0,9.0,9.0,2.0,0.0,69.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10864.0,0.0,1.0,3.0,1.0,104.0,7.0,spammer
2214.0,11.0,1.0,0.0,0.0,112.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
87.0,0.0,5.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
914.0,4.0,11.0,0.0,0.0,123.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
670.0,1022.0,1726.0,3.0,10.0,30475.0,0.0,0.0,0.0,2.0,30.0,0.0,spammer
509.0,0.0,7.0,0.0,0.0,201.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
326.0,781.0,280.0,12.0,2.0,27252.0,0.0,1.0,0.0,1.0,85.0,4.0,spammer
620.0,2.0,10.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10865.0,0.0,1.0,0.0,1.0,70.0,3.0,spammer
809.0,1.0,10.0,1.0,0.0,64.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
970.0,9.0,36.0,0.0,0.0,197.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
1129.0,1.0,469.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
623.0,2.0,13.0,0.0,0.0,69.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27253.0,0.0,1.0,0.0,1.0,93.0,2.0,spammer
1085.0,9.0,9.0,1.0,0.0,268.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
88.0,3.0,286.0,0.0,0.0,331.0,0.0,0.0,0.0,1.0,37.0,1.0,spammer
1277.0,2.0,51.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
195.0,1444.0,469.0,152.0,1.0,10866.0,0.0,1.0,0.0,1.0,71.0,5.0,spammer
326.0,781.0,280.0,12.0,2.0,27254.0,0.0,1.0,0.0,1.0,69.0,5.0,spammer
954.0,2.0,518.0,0.0,0.0,79.0,0.0,1.0,0.0,1.0,28.0,0.0,spammer
102.0,1465.0,1301.0,10.0,1.0,8527.0,0.0,1.0,0.0,1.0,92.0,4.0,spammer
749.0,0.0,63.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,18.0,0.0,spammer
896.0,1.0,0.0,0.0,0.0,61.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
89.0,3778.0,3855.0,0.0,2.0,1729.0,0.0,0.0,0.0,1.0,89.0,0.0,spammer
1713.0,2.0,20.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,32.0,0.0,spammer
735.0,0.0,2.0,0.0,0.0,77.0,0.0,1.0,0.0,1.0,47.0,0.0,spammer
457.0,0.0,3.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,23.0,0.0,spammer
197.0,239.0,1701.0,0.0,0.0,127112.0,0.0,0.0,0.0,1.0,62.0,0.0,spammer
1027.0,1.0,227.0,0.0,0.0,321.0,0.0,0.0,0.0,1.0,41.0,1.0,spammer
129.0,67.0,64.0,0.0,0.0,401.0,0.0,0.0,0.0,1.0,27.0,3.0,spammer
195.0,1444.0,469.0,152.0,1.0,10867.0,0.0,1.0,0.0,1.0,57.0,0.0,spammer
326.0,781.0,280.0,12.0,2.0,27255.0,0.0,1.0,0.0,1.0,98.0,6.0,spammer
1480.0,2.0,167.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
956.0,2.0,49.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
532.0,4.0,2.0,0.0,0.0,82.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
33.0,1.0,8.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,19.0,0.0,spammer
844.0,0.0,0.0,1.0,0.0,65.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
429.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
1042.0,0.0,752.0,0.0,0.0,147.0,0.0,0.0,0.0,1.0,66.0,0.0,spammer
692.0,3.0,14.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
434.0,0.0,6.0,1.0,0.0,314.0,0.0,0.0,0.0,1.0,25.0,0.0,spammer
1228.0,41.0,24.0,1.0,6.0,221.0,0.0,1.0,0.0,1.0,19.0,0.0,spammer
749.0,1.0,7.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,11.0,0.0,spammer
1497.0,7.0,12.0,0.0,0.0,127.0,0.0,1.0,0.0,1.0,31.0,0.0,spammer
33.0,236.0,234.0,0.0,0.0,366.0,0.0,0.0,0.0,1.0,42.0,0.0,spammer
753.0,8.0,61.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,13.0,0.0,spammer
785.0,1.0,7.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
29.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,1.0,1.0,65.0,4.0,spammer
669.0,18137.0,0.0,0.0,169.0,248.0,14.0,1.0,1.0,1.0,61.0,0.0,spammer
128.0,64.0,55.0,0.0,0.0,346.0,9.0,0.0,1.0,1.0,64.0,3.0,spammer
1246.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,27.0,0.0,spammer
262.0,69.0,203.0,33.0,0.0,1214.0,0.0,2.0,0.0,1.0,90.0,2.0,spammer
195.0,1444.0,469.0,152.0,1.0,10868.0,0.0,1.0,1.0,1.0,75.0,2.0,spammer
377.0,1.0,7.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,16.0,0.0,spammer
960.0,2.0,175.0,0.0,0.0,71.0,0.0,1.0,0.0,1.0,37.0,0.0,spammer
749.0,2.0,574.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,33.0,0.0,spammer
850.0,3.0,1215.0,0.0,0.0,136.0,0.0,1.0,0.0,1.0,39.0,0.0,spammer
881.0,1.0,1.0,1.0,0.0,66.0,0.0,1.0,0.0,1.0,11.0,0.0,spammer
1020.0,2.0,1.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,24.0,0.0,spammer
992.0,0.0,19.0,0.0,0.0,120.0,0.0,1.0,0.0,1.0,25.0,0.0,spammer
903.0,0.0,2.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,35.0,0.0,spammer
135.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
975.0,240.0,268.0,280.0,0.0,1952.0,0.0,1.0,0.0,1.0,55.0,6.0,spammer
874.0,0.0,1.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,17.0,0.0,spammer
1257.0,13.0,4.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,39.0,0.0,spammer
943.0,0.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,1.0,38.0,0.0,spammer
1238.0,0.0,1.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,20.0,0.0,spammer
1051.0,1.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,1.0,21.0,0.0,spammer
624.0,4.0,58.0,0.0,0.0,65.0,0.0,1.0,0.0,1.0,17.0,3.0,spammer
237.0,507.0,1032.0,148.0,1.0,7593.0,0.0,2.0,0.0,1.0,89.0,2.0,spammer
326.0,781.0,280.0,12.0,2.0,27256.0,0.0,2.0,0.0,1.0,101.0,9.0,spammer
1542.0,0.0,408.0,0.0,0.0,201.0,0.0,0.0,0.0,1.0,80.0,4.0,spammer
927.0,0.0,4.0,0.0,0.0,64.0,0.0,1.0,0.0,1.0,19.0,0.0,spammer
914.0,4.0,11.0,0.0,0.0,124.0,0.0,1.0,0.0,1.0,26.0,0.0,spammer
1543.0,12.0,17.0,9.0,8.0,1725.0,3.0,0.0,1.0,5.0,30.0,0.0,spammer
